Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,38.554874420166016,83800,0.0,0.0,0.0
2002-09-10,87.16999816894531,88.0,87.0,87.75,38.74030685424805,336000,0.0,0.0,0.0
2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,38.537208557128906,177700,0.0,0.0,0.0
2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,38.837425231933594,43400,0.0,0.0,0.0
2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,39.19502639770508,155100,0.0,0.0,0.0
2002-09-16,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,39.261199951171875,73000,0.0,0.0,0.0
2002-09-17,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,39.3363037109375,75400,0.0,0.0,0.0
2002-09-18,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,39.3451042175293,196600,0.0,0.0,0.0
2002-09-19,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,39.61000061035156,109900,0.0,0.0,0.0
2002-09-20,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,39.42457962036133,113500,0.0,0.0,0.0
2002-09-23,90.0,90.23999786376953,89.7699966430664,90.0999984741211,39.777767181396484,163200,0.0,0.0,0.0
2002-09-24,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,40.033851623535156,251900,0.0,0.0,0.0
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,39.54820251464844,127200,0.0,0.0,0.0
2002-09-26,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,39.45547103881836,429000,0.0,0.0,0.0
2002-09-27,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,39.75125503540039,298200,0.0,0.0,0.0
2002-09-30,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,39.910240173339844,297800,0.0,0.0,0.0
2002-10-01,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,39.41521453857422,257500,0.343,0.0,0.0
2002-10-02,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,39.6412239074707,91000,0.0,0.0,0.0
2002-10-03,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,39.543704986572266,29900,0.0,0.0,0.0
2002-10-04,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,39.66777038574219,131000,0.0,0.0,0.0
2002-10-07,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,39.73426818847656,433800,0.0,0.0,0.0
2002-10-08,89.5,90.5199966430664,89.36000061035156,89.69000244140625,39.7475700378418,530900,0.0,0.0,0.0
2002-10-09,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,39.95146942138672,402900,0.0,0.0,0.0
2002-10-10,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,39.63679885864258,97100,0.0,0.0,0.0
2002-10-11,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,39.16701126098633,421800,0.0,0.0,0.0
2002-10-14,88.5,88.55000305175781,88.06999969482422,88.25,39.10939025878906,18300,0.0,0.0,0.0
2002-10-15,87.0,87.30000305175781,86.1500015258789,86.16000366210938,38.18321990966797,297100,0.0,0.0,0.0
2002-10-16,86.5999984741211,86.5999984741211,85.88999938964844,86.19999694824219,38.20093536376953,125200,0.0,0.0,0.0
2002-10-17,85.13999938964844,85.55999755859375,85.06999969482422,85.1500015258789,37.735591888427734,233400,0.0,0.0,0.0
2002-10-18,85.0199966430664,85.38999938964844,84.27999877929688,85.37000274658203,37.83308410644531,459100,0.0,0.0,0.0
2002-10-21,85.5,85.5999984741211,84.5,84.54000091552734,37.465274810791016,134900,0.0,0.0,0.0
2002-10-22,84.8499984741211,84.8499984741211,84.22000122070312,84.30000305175781,37.35888671875,205000,0.0,0.0,0.0
2002-10-23,84.75,85.19999694824219,84.18000030517578,84.33000183105469,37.37220001220703,127800,0.0,0.0,0.0
2002-10-24,84.16000366210938,85.25,84.08000183105469,85.06999969482422,37.70014190673828,339600,0.0,0.0,0.0
2002-10-25,85.3499984741211,85.55999755859375,85.1500015258789,85.37999725341797,37.83750915527344,146100,0.0,0.0,0.0
2002-10-28,85.55999755859375,85.63999938964844,85.19999694824219,85.26000213623047,37.78432083129883,97800,0.0,0.0,0.0
2002-10-29,85.81999969482422,86.88999938964844,85.7699966430664,86.37000274658203,38.2762336730957,125000,0.0,0.0,0.0
2002-10-30,86.37000274658203,86.68000030517578,86.06999969482422,86.33999633789062,38.26296615600586,31900,0.0,0.0,0.0
2002-10-31,86.05000305175781,86.86000061035156,86.0199966430664,86.7300033569336,38.43581771850586,512700,0.0,0.0,0.0
2002-11-01,86.30000305175781,86.93000030517578,85.25,85.9800033569336,38.275115966796875,125100,0.389,0.0,0.0
2002-11-04,85.4800033569336,85.75,85.25,85.5999984741211,38.105934143066406,342500,0.0,0.0,0.0
2002-11-05,85.5999984741211,85.5999984741211,85.08999633789062,85.2699966430664,37.959068298339844,73800,0.0,0.0,0.0
2002-11-06,85.05000305175781,86.12999725341797,84.91000366210938,85.61000061035156,38.110389709472656,118500,0.0,0.0,0.0
2002-11-07,87.05000305175781,87.7300033569336,86.8499984741211,87.7300033569336,39.054141998291016,147900,0.0,0.0,0.0
2002-11-08,88.4000015258789,88.6500015258789,87.94999694824219,88.44000244140625,39.370182037353516,294700,0.0,0.0,0.0
2002-11-11,88.55000305175781,88.91999816894531,88.4000015258789,88.91999816894531,39.583885192871094,70000,0.0,0.0,0.0
2002-11-12,89.1500015258789,89.1500015258789,88.37000274658203,88.41000366210938,39.35683822631836,494300,0.0,0.0,0.0
2002-11-13,88.44999694824219,88.69000244140625,87.95999908447266,88.5999984741211,39.44141387939453,104700,0.0,0.0,0.0
2002-11-14,87.6500015258789,87.6500015258789,86.76000213623047,86.76000213623047,38.622344970703125,118000,0.0,0.0,0.0
2002-11-15,86.54000091552734,87.2300033569336,86.26000213623047,87.11000061035156,38.77813720703125,110700,0.0,0.0,0.0
2002-11-18,87.0199966430664,87.62999725341797,86.95999908447266,87.5,38.951744079589844,32200,0.0,0.0,0.0
2002-11-19,87.94999694824219,88.2300033569336,87.51000213623047,87.81999969482422,39.09420394897461,51800,0.0,0.0,0.0
2002-11-20,88.19999694824219,88.22000122070312,86.80999755859375,86.95999908447266,38.71135711669922,307400,0.0,0.0,0.0
2002-11-21,86.5,86.5,85.86000061035156,86.12000274658203,38.33742141723633,323200,0.0,0.0,0.0
2002-11-22,86.33000183105469,86.38999938964844,85.87999725341797,86.04000091552734,38.30180358886719,184800,0.0,0.0,0.0
2002-11-25,86.0,86.37999725341797,85.80000305175781,85.87999725341797,38.230552673339844,288200,0.0,0.0,0.0
2002-11-26,86.19999694824219,87.0199966430664,86.1500015258789,86.95999908447266,38.71135711669922,377800,0.0,0.0,0.0
2002-11-27,86.25,86.33000183105469,84.95999908447266,85.0,37.838844299316406,325600,0.0,0.0,0.0
2002-11-29,85.16000366210938,85.62999725341797,85.13999938964844,85.55000305175781,38.08367919921875,31700,0.0,0.0,0.0
2002-12-02,84.36000061035156,85.4000015258789,84.1500015258789,85.23999786376953,38.11901092529297,284900,0.389,0.0,0.0
2002-12-03,85.69999694824219,85.69999694824219,85.12000274658203,85.36000061035156,38.17265701293945,113800,0.0,0.0,0.0
2002-12-04,85.9000015258789,86.0,85.55000305175781,85.80000305175781,38.369449615478516,129000,0.0,0.0,0.0
2002-12-05,85.27999877929688,86.27999877929688,85.26000213623047,86.0199966430664,38.46784210205078,206400,0.0,0.0,0.0
2002-12-06,87.0,87.08999633789062,85.76000213623047,86.16999816894531,38.53486633300781,440500,0.0,0.0,0.0
2002-12-09,86.19999694824219,86.8499984741211,86.16999816894531,86.6500015258789,38.749568939208984,400300,0.0,0.0,0.0
2002-12-10,86.61000061035156,86.93000030517578,86.5,86.87999725341797,38.85240936279297,151600,0.0,0.0,0.0
2002-12-11,87.1500015258789,87.6500015258789,86.95999908447266,87.45999908447266,39.111778259277344,163800,0.0,0.0,0.0
2002-12-12,87.05999755859375,87.5999984741211,87.05999755859375,87.37999725341797,39.07601547241211,135800,0.0,0.0,0.0
2002-12-13,87.13999938964844,87.16000366210938,86.52999877929688,86.52999877929688,38.69588851928711,425800,0.0,0.0,0.0
2002-12-16,86.9000015258789,86.9000015258789,85.83999633789062,85.87999725341797,38.40519332885742,115700,0.0,0.0,0.0
2002-12-17,86.30000305175781,86.3499984741211,85.68000030517578,85.87999725341797,38.40519332885742,290600,0.0,0.0,0.0
2002-12-18,86.4800033569336,86.69000244140625,86.25,86.55000305175781,38.704856872558594,191000,0.0,0.0,0.0
2002-12-19,86.80000305175781,87.48999786376953,86.6500015258789,87.31999969482422,39.0492057800293,134400,0.0,0.0,0.0
2002-12-20,87.2300033569336,87.55999755859375,87.1500015258789,87.37999725341797,39.07601547241211,41900,0.0,0.0,0.0
2002-12-23,87.36000061035156,87.4000015258789,86.25,87.4000015258789,39.084957122802734,74200,0.0,0.0,0.0
2002-12-24,88.0,88.08000183105469,87.83999633789062,87.88999938964844,39.30409240722656,46600,0.0,0.0,0.0
2002-12-26,87.9000015258789,88.05999755859375,87.7300033569336,88.05999755859375,39.380104064941406,13500,0.0,0.0,0.0
2002-12-27,88.55000305175781,89.02999877929688,88.27999877929688,89.02999877929688,39.81388854980469,140200,0.0,0.0,0.0
2002-12-30,88.9000015258789,89.23999786376953,88.62999725341797,89.23999786376953,39.90779495239258,274900,0.0,0.0,0.0
2002-12-31,88.94999694824219,89.33000183105469,88.31999969482422,88.56999969482422,39.80713653564453,109400,0.446,0.0,0.0
2003-01-02,87.69999694824219,87.9000015258789,86.20999908447266,86.27999877929688,38.77790451049805,192100,0.0,0.0,0.0
2003-01-03,86.1500015258789,86.54000091552734,85.83000183105469,86.4800033569336,38.86780548095703,311200,0.0,0.0,0.0
2003-01-06,86.16999816894531,86.29000091552734,85.80999755859375,86.25,38.764408111572266,35600,0.0,0.0,0.0
2003-01-07,86.19000244140625,86.75,86.16999816894531,86.55999755859375,38.903751373291016,69800,0.0,0.0,0.0
2003-01-08,86.87999725341797,87.13999938964844,86.77999877929688,86.98999786376953,39.096981048583984,160100,0.0,0.0,0.0
2003-01-09,86.16999816894531,86.16999816894531,85.0199966430664,85.31999969482422,38.34642028808594,237500,0.0,0.0,0.0
2003-01-10,85.91999816894531,85.91999816894531,85.12000274658203,85.54000091552734,38.44532775878906,145200,0.0,0.0,0.0
2003-01-13,85.54000091552734,85.87000274658203,85.4000015258789,85.68000030517578,38.508235931396484,53300,0.0,0.0,0.0
2003-01-14,86.0,86.27999877929688,85.95999908447266,85.9800033569336,38.643070220947266,98900,0.0,0.0,0.0
2003-01-15,86.27999877929688,86.69999694824219,86.19999694824219,86.4000015258789,38.83183670043945,129600,0.0,0.0,0.0
2003-01-16,86.37999725341797,86.5999984741211,85.62000274658203,86.5199966430664,38.8857536315918,57900,0.0,0.0,0.0
2003-01-17,87.0999984741211,87.23999786376953,86.93000030517578,86.94999694824219,39.07902145385742,97700,0.0,0.0,0.0
2003-01-21,86.87999725341797,87.44999694824219,86.80000305175781,87.44999694824219,39.30375671386719,107500,0.0,0.0,0.0
2003-01-22,87.68000030517578,87.9000015258789,87.5199966430664,87.87999725341797,39.496978759765625,107100,0.0,0.0,0.0
2003-01-23,87.31999969482422,87.69999694824219,87.30000305175781,87.44999694824219,39.30375671386719,110700,0.0,0.0,0.0
2003-01-24,87.73999786376953,88.44000244140625,87.73999786376953,87.97000122070312,39.5374870300293,285300,0.0,0.0,0.0
2003-01-27,87.9000015258789,88.04000091552734,87.5,87.6500015258789,39.39362716674805,150500,0.0,0.0,0.0
2003-01-28,87.6500015258789,87.77999877929688,87.0999984741211,87.6500015258789,39.39362716674805,454700,0.0,0.0,0.0
2003-01-29,87.83000183105469,87.87999725341797,86.9800033569336,87.16999816894531,39.177913665771484,221400,0.0,0.0,0.0
2003-01-30,87.19999694824219,87.9000015258789,87.0999984741211,87.81999969482422,39.47003173828125,108600,0.0,0.0,0.0
2003-01-31,87.9000015258789,88.20999908447266,87.54000091552734,88.05999755859375,39.57792663574219,182300,0.0,0.0,0.0
2003-02-03,87.66999816894531,87.91000366210938,87.30999755859375,87.87999725341797,39.63559341430664,55200,0.308,0.0,0.0
2003-02-04,88.37000274658203,88.4000015258789,88.11000061035156,88.2699966430664,39.81151580810547,56900,0.0,0.0,0.0
2003-02-05,88.2300033569336,88.69999694824219,87.43000030517578,87.51000213623047,39.4687385559082,223300,0.0,0.0,0.0
2003-02-06,87.83999633789062,88.26000213623047,87.79000091552734,88.22000122070312,39.78897476196289,120900,0.0,0.0,0.0
2003-02-07,87.7699966430664,88.5199966430664,87.62999725341797,88.41999816894531,39.87918472290039,247200,0.0,0.0,0.0
2003-02-10,88.12000274658203,88.4000015258789,87.69000244140625,87.80000305175781,39.59955596923828,76600,0.0,0.0,0.0
2003-02-11,87.5999984741211,87.91000366210938,87.43000030517578,87.77999877929688,39.5905647277832,259100,0.0,0.0,0.0
2003-02-12,87.80000305175781,88.12999725341797,87.66999816894531,88.08999633789062,39.7303466796875,121300,0.0,0.0,0.0
2003-02-13,88.2699966430664,89.18000030517578,88.16999816894531,88.56999969482422,39.94685363769531,440200,0.0,0.0,0.0
2003-02-14,88.30000305175781,88.37000274658203,87.61000061035156,87.80999755859375,39.60409164428711,829700,0.0,0.0,0.0
2003-02-18,87.55999755859375,87.9800033569336,87.33999633789062,87.91999816894531,39.65365982055664,213200,0.0,0.0,0.0
2003-02-19,88.38999938964844,88.69999694824219,88.25,88.5199966430664,39.92429733276367,62100,0.0,0.0,0.0
2003-02-20,88.33999633789062,88.9000015258789,88.33999633789062,88.81999969482422,40.05958557128906,486700,0.0,0.0,0.0
2003-02-21,88.55999755859375,88.72000122070312,88.20999908447266,88.30000305175781,39.82506561279297,250400,0.0,0.0,0.0
2003-02-24,88.87999725341797,88.9000015258789,88.62000274658203,88.72000122070312,40.01449203491211,168200,0.0,0.0,0.0
2003-02-25,89.4000015258789,89.6500015258789,89.0,89.12999725341797,40.199363708496094,358500,0.0,0.0,0.0
2003-02-26,89.37999725341797,89.75,89.1500015258789,89.75,40.47907257080078,334000,0.0,0.0,0.0
2003-02-27,89.45999908447266,89.98999786376953,89.30999755859375,89.9000015258789,40.54670715332031,695700,0.0,0.0,0.0
2003-02-28,89.68000030517578,90.54000091552734,89.58000183105469,90.47000122070312,40.80375671386719,213100,0.0,0.0,0.0
2003-03-03,90.0,90.44999694824219,89.91000366210938,90.23999786376953,40.85357666015625,204100,0.34,0.0,0.0
2003-03-04,90.12999725341797,90.44999694824219,90.0199966430664,90.30000305175781,40.88070297241211,83100,0.0,0.0,0.0
2003-03-05,90.62000274658203,90.62999725341797,90.04000091552734,90.5999984741211,41.016536712646484,126000,0.0,0.0,0.0
2003-03-06,90.55000305175781,90.68000030517578,90.05999755859375,90.25,40.858116149902344,166000,0.0,0.0,0.0
2003-03-07,90.72000122070312,90.79000091552734,90.05000305175781,90.55999755859375,40.998443603515625,263800,0.0,0.0,0.0
2003-03-10,90.80999755859375,91.02999877929688,90.68000030517578,91.02999877929688,41.21123504638672,147200,0.0,0.0,0.0
2003-03-11,90.98999786376953,91.16000366210938,90.7300033569336,90.87000274658203,41.13881301879883,82800,0.0,0.0,0.0
2003-03-12,90.91999816894531,91.36000061035156,90.87999725341797,91.19999694824219,41.288185119628906,454800,0.0,0.0,0.0
2003-03-13,90.1500015258789,90.38999938964844,89.5199966430664,89.5199966430664,40.52762985229492,830200,0.0,0.0,0.0
2003-03-14,89.9000015258789,90.12000274658203,89.62000274658203,89.95999908447266,40.726837158203125,590900,0.0,0.0,0.0
2003-03-17,90.5199966430664,90.5199966430664,88.86000061035156,88.87999725341797,40.23790740966797,724400,0.0,0.0,0.0
2003-03-18,88.95999908447266,89.19999694824219,88.01000213623047,88.04000091552734,39.85759735107422,415200,0.0,0.0,0.0
2003-03-19,88.04000091552734,88.06999969482422,87.33000183105469,87.38999938964844,39.56332778930664,398400,0.0,0.0,0.0
2003-03-20,87.81999969482422,87.94999694824219,86.76000213623047,87.25,39.49992370605469,206700,0.0,0.0,0.0
2003-03-21,86.91999816894531,87.05000305175781,86.05000305175781,86.05000305175781,38.9566764831543,843400,0.0,0.0,0.0
2003-03-24,87.0999984741211,87.5999984741211,86.8499984741211,87.41000366210938,39.5723991394043,373800,0.0,0.0,0.0
2003-03-25,87.6500015258789,87.81999969482422,86.9000015258789,87.30999755859375,39.527076721191406,606400,0.0,0.0,0.0
2003-03-26,87.25,87.6500015258789,87.25,87.48999786376953,39.608585357666016,309500,0.0,0.0,0.0
2003-03-27,87.75,87.87000274658203,87.33000183105469,87.55000305175781,39.63576889038086,191600,0.0,0.0,0.0
2003-03-28,87.91999816894531,88.08000183105469,87.72000122070312,87.75,39.7263069152832,253400,0.0,0.0,0.0
2003-03-31,88.30000305175781,88.93000030517578,88.30000305175781,88.9000015258789,40.246917724609375,643800,0.0,0.0,0.0
2003-04-01,88.4000015258789,88.79000091552734,87.9000015258789,88.2699966430664,40.13235092163086,289800,0.378,0.0,0.0
2003-04-02,87.6500015258789,87.69999694824219,87.27999877929688,87.3499984741211,39.714073181152344,312200,0.0,0.0,0.0
2003-04-03,87.25,87.58000183105469,87.13999938964844,87.30000305175781,39.69134521484375,245600,0.0,0.0,0.0
2003-04-04,87.05999755859375,87.30000305175781,86.87999725341797,87.05000305175781,39.57769012451172,184900,0.0,0.0,0.0
2003-04-07,86.22000122070312,86.86000061035156,85.91999816894531,86.8499984741211,39.486759185791016,485400,0.0,0.0,0.0
2003-04-08,87.05000305175781,87.58999633789062,86.98999786376953,87.55000305175781,39.805015563964844,194700,0.0,0.0,0.0
2003-04-09,87.4000015258789,87.86000061035156,87.16999816894531,87.80999755859375,39.923221588134766,102400,0.0,0.0,0.0
2003-04-10,87.75,87.8499984741211,87.3499984741211,87.4000015258789,39.736820220947266,53300,0.0,0.0,0.0
2003-04-11,86.81999969482422,87.31999969482422,86.58999633789062,87.26000213623047,39.67311096191406,450000,0.0,0.0,0.0
2003-04-14,87.0999984741211,87.11000061035156,86.70999908447266,87.0199966430664,39.56407928466797,207100,0.0,0.0,0.0
2003-04-15,87.33000183105469,87.52999877929688,87.04000091552734,87.48999786376953,39.777713775634766,128500,0.0,0.0,0.0
2003-04-16,87.52999877929688,87.9000015258789,87.47000122070312,87.8499984741211,39.94141387939453,97700,0.0,0.0,0.0
2003-04-17,88.23999786376953,88.4000015258789,87.80000305175781,87.98999786376953,40.00506591796875,106200,0.0,0.0,0.0
2003-04-21,87.4800033569336,87.83000183105469,87.26000213623047,87.80000305175781,39.91869354248047,148000,0.0,0.0,0.0
2003-04-22,88.1500015258789,88.26000213623047,87.62000274658203,87.75,39.89590835571289,299900,0.0,0.0,0.0
2003-04-23,87.77999877929688,88.01000213623047,87.5999984741211,87.93000030517578,39.97777557373047,42700,0.0,0.0,0.0
2003-04-24,88.4000015258789,88.98999786376953,88.4000015258789,88.72000122070312,40.33695602416992,199000,0.0,0.0,0.0
2003-04-25,88.75,89.0999984741211,88.68000030517578,88.91999816894531,40.42788314819336,529700,0.0,0.0,0.0
2003-04-28,89.08999633789062,89.08999633789062,88.77999877929688,88.77999877929688,40.364227294921875,80500,0.0,0.0,0.0
2003-04-29,88.52999877929688,88.7699966430664,88.31999969482422,88.62999725341797,40.2960205078125,177500,0.0,0.0,0.0
2003-04-30,88.79000091552734,89.5199966430664,88.7300033569336,89.44999694824219,40.66887664794922,293400,0.0,0.0,0.0
2003-05-01,89.19999694824219,89.5999984741211,88.80000305175781,89.0199966430664,40.688507080078125,231200,0.473,0.0,0.0
2003-05-02,89.05999755859375,89.06999969482422,88.2699966430664,88.31999969482422,40.36854553222656,231500,0.0,0.0,0.0
2003-05-05,88.30999755859375,88.87000274658203,88.19999694824219,88.79000091552734,40.583396911621094,77700,0.0,0.0,0.0
2003-05-06,88.83999633789062,89.4000015258789,88.5199966430664,89.2300033569336,40.78450393676758,260600,0.0,0.0,0.0
2003-05-07,90.0,90.33000183105469,89.81999969482422,90.2699966430664,41.259822845458984,306900,0.0,0.0,0.0
2003-05-08,90.5999984741211,90.9000015258789,90.27999877929688,90.48999786376953,41.36040496826172,437400,0.0,0.0,0.0
2003-05-09,90.30000305175781,90.62000274658203,90.19999694824219,90.58000183105469,41.40154266357422,110000,0.0,0.0,0.0
2003-05-12,91.13999938964844,91.19000244140625,90.7300033569336,91.1500015258789,41.66205596923828,364700,0.0,0.0,0.0
2003-05-13,90.9000015258789,91.37000274658203,90.83000183105469,91.3499984741211,41.75347900390625,227800,0.0,0.0,0.0
2003-05-14,91.83000183105469,92.9800033569336,91.62000274658203,92.75,42.39336013793945,1426500,0.0,0.0,0.0
2003-05-15,92.5999984741211,93.56999969482422,92.5999984741211,93.04000091552734,42.52595520019531,810300,0.0,0.0,0.0
2003-05-16,93.4800033569336,93.76000213623047,92.94999694824219,93.72000122070312,42.836753845214844,703900,0.0,0.0,0.0
2003-05-19,94.11000061035156,94.23999786376953,93.12999725341797,93.4000015258789,42.69046401977539,817800,0.0,0.0,0.0
2003-05-20,93.1500015258789,94.77999877929688,93.12000274658203,94.77999877929688,43.321258544921875,606600,0.0,0.0,0.0
2003-05-21,94.25,95.66000366210938,94.12000274658203,94.7699966430664,43.3166618347168,1799600,0.0,0.0,0.0
2003-05-22,95.0999984741211,95.69999694824219,94.9000015258789,95.61000061035156,43.70063400268555,576200,0.0,0.0,0.0
2003-05-23,95.7699966430664,96.20999908447266,95.63999938964844,95.8499984741211,43.810302734375,690600,0.0,0.0,0.0
2003-05-27,95.62000274658203,95.70999908447266,94.12000274658203,94.12000274658203,43.019569396972656,846400,0.0,0.0,0.0
2003-05-28,93.9000015258789,94.13999938964844,93.30999755859375,93.95999908447266,42.94646072387695,730500,0.0,0.0,0.0
2003-05-29,94.30000305175781,94.80000305175781,94.06999969482422,94.77999877929688,43.321258544921875,508300,0.0,0.0,0.0
2003-05-30,94.44999694824219,94.73999786376953,93.97000122070312,94.5999984741211,43.238948822021484,722200,0.0,0.0,0.0
2003-06-02,93.87999725341797,93.87999725341797,93.08999633789062,93.51000213623047,42.921356201171875,478600,0.398,0.0,0.0
2003-06-03,93.76000213623047,94.58000183105469,93.70999908447266,94.26000213623047,43.26561737060547,389400,0.0,0.0,0.0
2003-06-04,94.45999908447266,94.70999908447266,94.05000305175781,94.54000091552734,43.394100189208984,394100,0.0,0.0,0.0
2003-06-05,95.19999694824219,95.37999725341797,93.80000305175781,93.80000305175781,43.05442428588867,820900,0.0,0.0,0.0
2003-06-06,93.69999694824219,94.1500015258789,93.37999725341797,94.13999938964844,43.21049880981445,276800,0.0,0.0,0.0
2003-06-09,94.69999694824219,94.87999725341797,94.2699966430664,94.7699966430664,43.499671936035156,282200,0.0,0.0,0.0
2003-06-10,95.08000183105469,95.93000030517578,95.06999969482422,95.9000015258789,44.01837158203125,534800,0.0,0.0,0.0
2003-06-11,96.25,96.5999984741211,95.69999694824219,95.77999877929688,43.963279724121094,633600,0.0,0.0,0.0
2003-06-12,96.11000061035156,96.7300033569336,96.01000213623047,96.52999877929688,44.30754852294922,315400,0.0,0.0,0.0
2003-06-13,96.93000030517578,97.27999877929688,96.76000213623047,97.18000030517578,44.605865478515625,478400,0.0,0.0,0.0
2003-06-16,97.5,97.66000366210938,96.26000213623047,96.26000213623047,44.18357849121094,789300,0.0,0.0,0.0
2003-06-17,95.97000122070312,96.02999877929688,95.4000015258789,95.5,43.83472442626953,691600,0.0,0.0,0.0
2003-06-18,95.05999755859375,95.05999755859375,94.19999694824219,94.27999877929688,43.27478790283203,657600,0.0,0.0,0.0
2003-06-19,93.95999908447266,94.4800033569336,93.5,94.0999984741211,43.192161560058594,817700,0.0,0.0,0.0
2003-06-20,93.9000015258789,94.05000305175781,93.02999877929688,93.75,43.03150177001953,561700,0.0,0.0,0.0
2003-06-23,93.81999969482422,94.43000030517578,93.52999877929688,94.30999755859375,43.288543701171875,819900,0.0,0.0,0.0
2003-06-24,94.1500015258789,95.18000030517578,94.01000213623047,95.18000030517578,43.68785095214844,292900,0.0,0.0,0.0
