Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29,43.96875,43.96875,43.75,43.9375,24.11326789855957,1003200,0.0,0.0,0.0
1993-02-01,43.96875,44.25,43.96875,44.25,24.284767150878906,480500,0.0,0.0,0.0
1993-02-02,44.21875,44.375,44.125,44.34375,24.336217880249023,201300,0.0,0.0,0.0
1993-02-03,44.40625,44.84375,44.375,44.8125,24.59346580505371,529400,0.0,0.0,0.0
1993-02-04,44.96875,45.09375,44.46875,45.0,24.696374893188477,531500,0.0,0.0,0.0
1993-02-05,44.96875,45.0625,44.71875,44.96875,24.67922592163086,492100,0.0,0.0,0.0
1993-02-08,44.96875,45.125,44.90625,44.96875,24.67922592163086,596100,0.0,0.0,0.0
1993-02-09,44.8125,44.8125,44.5625,44.65625,24.507732391357422,122100,0.0,0.0,0.0
1993-02-10,44.65625,44.75,44.53125,44.71875,24.54202651977539,379600,0.0,0.0,0.0
1993-02-11,44.78125,45.125,44.78125,44.9375,24.66206932067871,19500,0.0,0.0,0.0
1993-02-12,44.875,44.875,44.59375,44.59375,24.47341537475586,42500,0.0,0.0,0.0
1993-02-16,44.46875,44.46875,43.40625,43.46875,23.856006622314453,374800,0.0,0.0,0.0
1993-02-17,43.46875,43.53125,43.28125,43.4375,23.8388729095459,210900,0.0,0.0,0.0
1993-02-18,43.9375,43.9375,42.8125,43.40625,23.821693420410156,378100,0.0,0.0,0.0
1993-02-19,43.40625,43.5625,43.34375,43.5625,23.90744972229004,34900,0.0,0.0,0.0
1993-02-22,43.6875,43.78125,43.5625,43.71875,23.993209838867188,513600,0.0,0.0,0.0
1993-02-23,43.84375,43.875,43.46875,43.6875,23.976062774658203,373700,0.0,0.0,0.0
1993-02-24,43.71875,44.25,43.71875,44.25,24.284767150878906,26300,0.0,0.0,0.0
1993-02-25,44.21875,44.375,44.125,44.34375,24.336217880249023,44500,0.0,0.0,0.0
1993-02-26,44.4375,44.4375,44.1875,44.40625,24.370515823364258,66200,0.0,0.0,0.0
1993-03-01,44.5625,44.5625,44.21875,44.28125,24.30191421508789,66500,0.0,0.0,0.0
1993-03-02,44.3125,44.9375,44.25,44.9375,24.66206932067871,182400,0.0,0.0,0.0
1993-03-03,45.0,45.15625,44.9375,45.125,24.764968872070312,280100,0.0,0.0,0.0
1993-03-04,45.1875,45.1875,44.875,44.875,24.627763748168945,89500,0.0,0.0,0.0
1993-03-05,44.9375,45.125,44.71875,44.75,24.55916404724121,40000,0.0,0.0,0.0
1993-03-08,44.84375,45.75,44.84375,45.75,25.10796546936035,50800,0.0,0.0,0.0
1993-03-09,45.65625,45.6875,45.5,45.59375,25.022216796875,169300,0.0,0.0,0.0
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.073671340942383,194400,0.0,0.0,0.0
1993-03-11,45.71875,45.84375,45.5,45.5625,25.00507164001465,70900,0.0,0.0,0.0
1993-03-12,45.1875,45.21875,44.8125,45.09375,24.747825622558594,643600,0.0,0.0,0.0
